361,20210101,20210113,20210108,11249,SO51247,2294.99
477,20210101,20210113,20210108,11249,SO51247,4.99
478,20210101,20210113,20210108,11249,SO51247,9.99
378,20210101,20210113,20210108,12307,SO51248,2443.35
353,20210101,20210113,20210108,11334,SO51249,2319.99
478,20210101,20210113,20210108,11334,SO51249,9.99
477,20210101,20210113,20210108,11334,SO51249,4.99
376,20210101,20210113,20210108,19360,SO51250,2443.35
479,20210101,20210113,20210108,19360,SO51250,8.99
477,20210101,20210113,20210108,19360,SO51250,4.99
489,20210101,20210113,20210108,19360,SO51250,53.99
374,20210101,20210113,20210108,11433,SO51251,2443.35
592,20210101,20210113,20210108,15551,SO51252,564.99
535,20210101,20210113,20210108,15551,SO51252,24.99
480,20210101,20210113,20210108,15551,SO51252,2.29
378,20210101,20210113,20210108,22785,SO51253,2443.35
484,20210101,20210113,20210108,22785,SO51253,7.95
372,20210101,20210113,20210108,20180,SO51254,2443.35
529,20210101,20210113,20210108,20180,SO51254,3.99
540,20210101,20210113,20210108,20180,SO51254,32.60
484,20210101,20210113,20210108,20180,SO51254,7.95
386,20210101,20210113,20210108,23105,SO51255,1120.49
217,20210101,20210113,20210108,23105,SO51255,34.99
463,20210101,20210113,20210108,23105,SO51255,24.49
363,20210101,20210113,20210108,11017,SO51256,2294.99
485,20210101,20210113,20210108,11017,SO51256,21.98
382,20210101,20210113,20210108,19167,SO51257,1120.49
386,20210101,20210113,20210108,18544,SO51258,1120.49
214,20210101,20210113,20210108,18544,SO51258,34.99
573,20210101,20210113,20210108,11433,SO51259,2384.07
479,20210101,20210113,20210108,11433,SO51259,8.99
477,20210101,20210113,20210108,11433,SO51259,4.99
214,20210101,20210113,20210108,11433,SO51259,34.99
225,20210101,20210113,20210108,11433,SO51259,8.99
575,20210101,20210113,20210108,25618,SO51260,2384.07
479,20210101,20210113,20210108,25618,SO51260,8.99
477,20210101,20210113,20210108,25618,SO51260,4.99
578,20210101,20210113,20210108,12271,SO51261,1214.85
488,20210101,20210113,20210108,12271,SO51261,53.99
359,20210102,20210114,20210109,11340,SO51262,2294.99
478,20210102,20210114,20210109,11340,SO51262,9.99
477,20210102,20210114,20210109,11340,SO51262,4.99
491,20210102,20210114,20210109,11340,SO51262,53.99
588,20210102,20210114,20210109,21534,SO51263,769.49
528,20210102,20210114,20210109,21534,SO51263,4.99
536,20210102,20210114,20210109,21534,SO51263,29.99
217,20210102,20210114,20210109,21534,SO51263,34.99
361,20210102,20210114,20210109,11282,SO51264,2294.99
528,20210102,20210114,20210109,11282,SO51264,4.99
537,20210102,20210114,20210109,11282,SO51264,35.00
485,20210102,20210114,20210109,11282,SO51264,21.98
473,20210102,20210114,20210109,11282,SO51264,63.50
363,20210102,20210114,20210109,11264,SO51265,2294.99
485,20210102,20210114,20210109,11264,SO51265,21.98
228,20210102,20210114,20210109,11264,SO51265,49.99
225,20210102,20210114,20210109,11264,SO51265,8.99
564,20210102,20210114,20210109,28136,SO51266,2384.07
363,20210102,20210114,20210109,11456,SO51267,2294.99
485,20210102,20210114,20210109,11456,SO51267,21.98
478,20210102,20210114,20210109,11456,SO51267,9.99
477,20210102,20210114,20210109,11456,SO51267,4.99
214,20210102,20210114,20210109,11456,SO51267,34.99
465,20210102,20210114,20210109,11456,SO51267,24.49
376,20210103,20210115,20210110,18212,SO51268,2443.35
484,20210103,20210115,20210110,18212,SO51268,7.95
374,20210103,20210115,20210110,16693,SO51269,2443.35
540,20210103,20210115,20210110,16693,SO51269,32.60
529,20210103,20210115,20210110,16693,SO51269,3.99
480,20210103,20210115,20210110,16693,SO51269,2.29
359,20210103,20210115,20210110,11341,SO51270,2294.99
222,20210103,20210115,20210110,11341,SO51270,34.99
225,20210103,20210115,20210110,11341,SO51270,8.99
582,20210103,20210115,20210110,16944,SO51271,1700.99
217,20210103,20210115,20210110,16944,SO51271,34.99
234,20210103,20210115,20210110,16944,SO51271,49.99
463,20210103,20210115,20210110,16944,SO51271,24.49
372,20210103,20210115,20210110,19418,SO51272,2443.35
540,20210103,20210115,20210110,19418,SO51272,32.60
378,20210103,20210115,20210110,19341,SO51273,2443.35
487,20210103,20210115,20210110,19341,SO51273,54.99
372,20210103,20210115,20210110,25779,SO51274,2443.35
529,20210103,20210115,20210110,25779,SO51274,3.99
540,20210103,20210115,20210110,25779,SO51274,32.60
359,20210103,20210115,20210110,11265,SO51275,2294.99
485,20210103,20210115,20210110,11265,SO51275,21.98
222,20210103,20210115,20210110,11265,SO51275,34.99
359,20210103,20210115,20210110,11136,SO51276,2294.99
485,20210103,20210115,20210110,11136,SO51276,21.98
472,20210103,20210115,20210110,11136,SO51276,63.50
363,20210103,20210115,20210110,11278,SO51277,2294.99
217,20210103,20210115,20210110,11278,SO51277,34.99
565,20210103,20210115,20210110,27766,SO51278,742.35
222,20210103,20210115,20210110,27766,SO51278,34.99
234,20210103,20210115,20210110,27766,SO51278,49.99
569,20210103,20210115,20210110,20716,SO51279,742.35
217,20210103,20210115,20210110,20716,SO51279,34.99
582,20210103,20210115,20210110,18468,SO51280,1700.99
489,20210103,20210115,20210110,18468,SO51280,53.99
581,20210103,20210115,20210110,18697,SO51281,1700.99
361,20210103,20210115,20210110,11008,SO51282,2294.99
477,20210103,20210115,20210110,11008,SO51282,4.99
478,20210103,20210115,20210110,11008,SO51282,9.99
480,20210103,20210115,20210110,11008,SO51282,2.29
604,20210103,20210115,20210110,24386,SO51283,539.99
538,20210103,20210115,20210110,24386,SO51283,21.49
529,20210103,20210115,20210110,24386,SO51283,3.99
386,20210103,20210115,20210110,22667,SO51284,1120.49
234,20210103,20210115,20210110,22667,SO51284,49.99
353,20210104,20210116,20210111,12397,SO51285,2319.99
478,20210104,20210116,20210111,12397,SO51285,9.99
588,20210104,20210116,20210111,16311,SO51286,769.49
536,20210104,20210116,20210111,16311,SO51286,29.99
528,20210104,20210116,20210111,16311,SO51286,4.99
480,20210104,20210116,20210111,16311,SO51286,2.29
374,20210104,20210116,20210111,24883,SO51287,2443.35
222,20210104,20210116,20210111,24883,SO51287,34.99
225,20210104,20210116,20210111,24883,SO51287,8.99
357,20210104,20210116,20210111,11335,SO51288,2319.99
485,20210104,20210116,20210111,11335,SO51288,21.98
480,20210104,20210116,20210111,11335,SO51288,2.29
357,20210104,20210116,20210111,11084,SO51289,2319.99
480,20210104,20210116,20210111,11084,SO51289,2.29
359,20210104,20210116,20210111,11445,SO51290,2294.99
478,20210104,20210116,20210111,11445,SO51290,9.99
363,20210104,20210116,20210111,11447,SO51291,2294.99
478,20210104,20210116,20210111,11447,SO51291,9.99
477,20210104,20210116,20210111,11447,SO51291,4.99
355,20210104,20210116,20210111,11058,SO51292,2319.99
487,20210104,20210116,20210111,11058,SO51292,54.99
353,20210104,20210116,20210111,11060,SO51293,2319.99
591,20210104,20210116,20210111,17512,SO51294,564.99
535,20210104,20210116,20210111,17512,SO51294,24.99
480,20210104,20210116,20210111,17512,SO51294,2.29
573,20210104,20210116,20210111,24425,SO51295,2384.07
222,20210104,20210116,20210111,24425,SO51295,34.99
382,20210104,20210116,20210111,19417,SO51296,1120.49
222,20210104,20210116,20210111,19417,SO51296,34.99
606,20210104,20210116,20210111,29356,SO51297,539.99
538,20210104,20210116,20210111,29356,SO51297,21.49
529,20210104,20210116,20210111,29356,SO51297,3.99
471,20210104,20210116,20210111,29356,SO51297,63.50
605,20210104,20210116,20210111,27949,SO51298,539.99
479,20210104,20210116,20210111,27949,SO51298,8.99
477,20210104,20210116,20210111,27949,SO51298,4.99
574,20210104,20210116,20210111,14775,SO51299,2384.07
222,20210104,20210116,20210111,14775,SO51299,34.99
376,20210105,20210117,20210112,16702,SO51300,2443.35
578,20210105,20210117,20210112,14050,SO51301,1214.85
225,20210105,20210117,20210112,14050,SO51301,8.99
580,20210105,20210117,20210112,16569,SO51302,1700.99
488,20210105,20210117,20210112,16569,SO51302,53.99
587,20210105,20210117,20210112,13774,SO51303,769.49
478,20210105,20210117,20210112,13774,SO51303,9.99
217,20210105,20210117,20210112,13774,SO51303,34.99
592,20210105,20210117,20210112,17644,SO51304,564.99
225,20210105,20210117,20210112,17644,SO51304,8.99
353,20210105,20210117,20210112,11242,SO51305,2319.99
355,20210105,20210117,20210112,11333,SO51306,2319.99
485,20210105,20210117,20210112,11333,SO51306,21.98
480,20210105,20210117,20210112,11333,SO51306,2.29
355,20210105,20210117,20210112,11336,SO51307,2319.99
478,20210105,20210117,20210112,11336,SO51307,9.99
477,20210105,20210117,20210112,11336,SO51307,4.99
217,20210105,20210117,20210112,11336,SO51307,34.99
598,20210105,20210117,20210112,18958,SO51308,539.99
477,20210105,20210117,20210112,18958,SO51308,4.99
478,20210105,20210117,20210112,18958,SO51308,9.99
480,20210105,20210117,20210112,18958,SO51308,2.29
484,20210105,20210117,20210112,18958,SO51308,7.95
599,20210105,20210117,20210112,15553,SO51309,539.99
478,20210105,20210117,20210112,15553,SO51309,9.99
477,20210105,20210117,20210112,15553,SO51309,4.99
214,20210105,20210117,20210112,15553,SO51309,34.99
353,20210105,20210117,20210112,11328,SO51310,2319.99
580,20210105,20210117,20210112,22940,SO51311,1700.99
491,20210105,20210117,20210112,22940,SO51311,53.99
225,20210105,20210117,20210112,22940,SO51311,8.99
574,20210105,20210117,20210112,28207,SO51312,2384.07
479,20210105,20210117,20210112,28207,SO51312,8.99
